PPBPP2
BRWD1P2
CAPZA1P2
MIR4427
MGAT4D
MIR517C
ANKRD37
DISP1
RN7SL301P
IL13
LIMASI
TPMTP1
RNU6ATAC34P
CD164L2
PLSCR5-AS1
DERL1
VDAC2P5
RNU1-151P
MRPL16
LINC01901
LINC01132
MIR195
RHOBTB2
MTND4LP24
SPANXA2-OT1
TBX3-AS1
RNU6-1274P
PINCR
HSPB7
RNU6-759P
RNU6-889P
MIR4317
CLK2
DHX9P1
SNED1
CFTRP2
SNORD114-21
PRSS50
SCYL2
SYT5
CDC20B
BANCR
CHEK2
NDUFB4P1
OR1E2
RNA5SP452
NPY1R
CGB3
NADK
KCNA4
PAX1
HMGB1P30
F12
COL8A2
HGH1
MIR6732
RNA5SP42
STMN1P1
UBXN7
RNU6-463P
PAX7
ENDOG
SAPCD2P3
CASC20
SPATA4
LINC01829
SDSL
PALS2
ANGPT2
LINC02540
ARID4A
SNORA23
KRT5
ASB11
RN7SKP16
DEDD2
MIR586
FBRS
MIR5692C2
NFYCP2
LINC02583
RNU6-1136P
RN7SL621P
LMO7DN
HSD17B7P1
ADIPOQ
ARHGAP27
SEH1L
NIFKP6
MIR555
OR8B5P
CSNK2A2
OR1S1
ZNF622
DHCR7-DT
MRM2
RNU6-646P
MICAL1
PWAR5
SNRPGP13
LINC02232
MIR1250
LINC01491
RPL28P1
SLC45A4-AS1
ACBD5
RNF5
RNU6-1160P
RNU6-193P
SEC63P1
WDR38
DPH5-DT
SETD6
SLC49A3
NDUFA5P12
SEC23A-AS1
NCDN
COL7A1
NFATC2IP-AS1
RN7SL342P
EIF4BP6
IQCF6
TET1P1
MTND4P17
TERF2IPP1
WDR64
GCGR
RPH3A
IGLV2-33
PRKRIP1
TUBBP11
MTND1P26
CDC42EP1
MIR595
ZNF330
PRKAR1B-AS2
TSPAN19
RNF11
TRIP12
TMEM214
CALR3
RN7SL630P
PCNPP2
DDR1
FAM241B
INO80C
PEDS1-UBE2V1
LINC01865
ASH2LP4
MIR548W
APC2
ANXA11
FZD6
SLCO4A1-AS2
SCGB1B2P
CPPED1
LINC01837
LSM1P1
ATP5PFP2
PDE4DIPP8
MSGN1
C1orf87
NDFIP1P1
LINC00837
KLHL36
RPS26P28
WDR41
SLURP2
BDNF
MT1A
CMYA5
TLL1
LINC02074
HMGN2P27
MAS1L
FABP5P1
NTPCR
LRRC46
FAM222A-AS1
CARMN
ASXL2
OR9I1
WWTR1-AS1
KCNG1
RNU6-618P
CERNA3
TONSL
WDR77
KRT81
MIR4687
RNU6-1017P
DCAF8-DT
LINC02225
SULT1C5P
SAMD10
TXNP5
ATP6V1E1P3
SERPINE4P
LINC02248
PREX1
TMEM176B
NUTF2P8
MIR4447
RNA5SP152
ZNF485
CBX1P2
RPL7L1P3
MTND6P14
PARP10
RPL12P30
FXYD6P1
PGK1P1
NIPAL2
NINJ2-AS1
RPL35AP28
MIR4446
RNU6-1114P
SERINC4
H6PD
C2orf78
PCNX2
PCDH9
SPINK4
BNIP3P32
ANK1
IGHD7-27
MROH6
TNFAIP2
MIR5572
RPS12P2
LINC01836
THEMIS
H2BP8
ALDOC-AS1
DHX35-DT
RBM45
RPL29P16
RN7SL403P
RNU6-1085P
MCCC1
JUNB
SLC6A5
RN7SKP288
BMS1P19
FXYD6-AS1
GK
DACH1
TLK2
HOXA2
MFSD5
ZC3H7B
ZBTB11
SPATS1
LINC02539
RPS3AP35
RNU6-756P
PFDN1P2
ST3GAL2
TAS2R15P
TRAV22
MIR8071-1
TRAJ37
ANKRD18EP
EEF1AKMT3
PCYOX1L
TAF11L14
H3P29
ZNF664
RNA5SP335
SRXN1
YJU2B
DLC1
LINC02949
CD3G
CSNK2A1
TMSB4X
SEL1L2
TSC1
PPP1R15B-AS1
SULT2B1
AASDHPPT
PRMT7
TGFBR2
MIR300
RNU6-806P
LHX2-AS1
RN7SL218P
FAM229B
SMIM15-AS1
AK3P2
RN7SL16P
IFNK
GRHPR
SLC12A5-AS1
TRAV25
ADCY6
INPP1
ARF4P1
LINC01621
AP3M2
TDRD6-AS1
DNAJB13
RBBP4P6
GOLGA2P5
CALCRL
IGLV2-23
TGDS
OLFM2
MTCO1P8
VN1R53P
SH2D1A
N4BP2
TMEM18-DT
ST8SIA5
LINC03031
RN7SL431P
UBE2V2P1
RNU4-72P
MIR647
PABPC3
ZNF713
TCEA1P2
RNU7-179P
IGHE
LINC00351
LINC01699
ELOA2
RNU6-71P
SINHCAF
ZBTB18
CNNM2
DPY30
CPLX2
TXNDC17
EMC3-AS1
IGHVII-28-1
GINS1
WNT8A
USP26
PGLS-DT
MIR4273
RPS3AP23
KRTAP8-1
RNU6-1075P
RNU6-819P
KRT8P52
MIR19A
PANCR
DTX3
NOSTRIN
NUCB1-AS1
RNU7-59P
CD53
MTATP6P11
LINC01082
GUCD1
RPL7P47
RNU6-1184P
KRT18P56
FAM110C
RN7SL170P
IGHD3-3
SULF2
APOC1P1
MED6P1
RBM4
MMP26
KARS1
ISG20L2P2
TMSB10
LINC01102
MRGPRF
SLC6A7
EPB41L4A
PWRN2
HNRNPK-AS1
TRIP11
IGHV4-28
ARPC1BP1
RNA5SP358
ATG4A
RNU5E-1
RN7SKP147
FOXJ3
P2RX5-TAX1BP3
UFM1P2
ABCA6
LIPC
MIR548Y
PTEN
SRP72
CDV3
XKR5
COL20A1
RNU6-239P
RPL31P23
PCP4
CFAP65
QKILA
RN7SKP141
TMSB4XP4
BCL2L2
ARHGEF3-AS1
ABHD14B
RHOXF1-AS1
RNU1-74P
CDR1
RPL30P5
DCXR
RPL36AP51
ACTR2P2
IKZF3
COA6-AS1
DRC3
RERE-AS1
MYO16
RPSAP35
MIR548AJ1
OSBPL9P3
MTND4LP26
RPL6P4
SH3BGRL
MTND6P35
CHD1L
LY6G6C
HPS1-AS1
SRSF3P1
DTWD2
RNU7-153P
DNM1P38
USHBP1
UBL5P1
IMPA1P1
PPP4R2P5
PLEKHF1
VPS51P19
LINC01103
TMEM63A
ETHE1
RPL7AP20
STAM2
EEF1A1P21
TDRD3
RN7SKP49
CERS6
SDCBPP3
OR6B2
CPP
IL5RA
RNU7-160P
PPIAP88
MPP2
SELENOTP2
MAPK6-DT
CEP131
KCNQ5-AS1
AHCYP5
BOD1
IGHV1-69
VMO1
MIR4327
SERPINA4
ADAM20P2
CDH16
MIR4438
MIR8059
TAOK3
KLK11
LIX1-AS1
HSD11B1
SNRPD2P2
PADI1
HNRNPA1P52
H3P44
MBOAT7
RNU6-485P
ZNF475
HILPDA-AS1
SNORD13D
PLCE1-AS2
HOTAIRM1
DAZ3
DYNC1I2
RPL12P48
RNU6-951P
ERI3-IT1
MBD3
FPR3
RNU6-1113P
MIR5680
CACYBPP3
OR7A5
SNTN
BPIFB9P
S100A11P1
DEGS2
MIR4748
TCHP
ZEB2P1
MTNR1B
SGO1
BEND6
MIR181C
ENDOD1
ANKDD1A
PPP1CA
CDC7
MIR92A2
IKZF2
MIR4745
HCFC1-AS1
LINC00498
RANP5
LPAR3
LINC00680-GUSBP4
OR6C7P
MIR4636
ATOH1
RING1
RPS2P41
NAP1L4P2
RNU6-1176P
RBP2
CLYBL-AS2
HOXB-AS1
IL17B
ZNF815P
LY6G6F
NDUFB4P4
DTX1
NPM1P51
VN1R79P
CATSPER3
QRFPR
RAD9A
MIR376B
UPF1
PNPT1
CRYZP2
SLC23A3
SNRPEP11
ARG1
MYCBP2
JTBP1
OTUD6B-AS1
RANBP6
KRT18P27
ERICH2
RPL7AP72
PRELID3BP10
TARDBPP4
YJU2
CLIC3
NPM1P49
RCC2P6
VN1R40P
ZNF805
BRD7P1
M1AP
NALF1-IT1
FGFR3P5
NACA3P
MIR9-2
ISCUP1
UBR4
TRIQK
TMEM52B
NCKAP1P1
ABHD17AP5
RPS12P28
IFNWP2
IL22RA2
TTC17
SMBD1P
MIR504
OR52N1
MIR6721
PID1
APELA
MIR6506
JUN-DT
NPHP1
OSBPL11
RNA5SP303
ANKRD34B
RPL13P
CRYBB3
SNTA1
SUSD6
PPIAP65
UGT3A1
FAM83F
DLL3
BPIFB2
MIR4457
CPLANE2
KANSL1L
MIR6821
RASGEF1B
NKAIN4
GYG2P1
SLC38A2-AS1
LINC01951
CREB3L2-AS1
RNA5SP89
ZNF407-AS1
MOCOS
CSPG4BP
MIR4322
SREK1IP1P2
TNFRSF10A
MALRD1
RPS24P10
ATAD3B
RNU6-1195P
RNA5SP393
WIZP1
MTCO3P31
RNA5SP349
CDK5RAP1
FABP7
RNU4-85P
CRABP2
PRR5-ARHGAP8
LINC01819
RNU6-306P
NHLRC3
RLIMP2
GPI
PRKACG
MEOX2
HAND2-AS1
ZNF577
RPL17P44
RPL22P19
DPPA5P1
TADA3
RPS10P20
SPC24
ENOX2
LZTS1-AS1
IRAK1
NMB
ATP11C
WDR3
INHBE
C16orf95
IRF2
LINC02684
GK-AS1
IL32
AKAP3
ZFP36L2
RNU6-1093P
MRGPRX12P
TEKTIP1
MRPS10
TRAJ30
GASAL1
CARS1P2
HNRNPA1P12
LINC01717
RPL35AP11
LINC01518
RN7SL543P
C1QTNF7-AS1
LCNL1
PARVG
ZFPM1-AS1
STAT1
KLHL25
OR4A4P
ADRB3
IFNA21
H1-7
PAICS
ZNF512
FBXO22
RN7SL87P
LINC02224
RTL8A
SPATA31D5P
CNOT6
GALNT15
COG7
MTCYBP9
SPI1
CLUH
LINC00706
SOD1P1
FPGT
LINC00529
OR2AG1
RPL37P13
ENPP7P15
SCRN1
RPL31P19
NT5C3A
ZCCHC13
RPL3P12
WDR43
SH3RF1
GABPB1
SLC29A1
NPAS4
PSMD14-DT
TMPRSS7
HSP90AA4P
SNRPCP11
LINC02481
ZNF107
HMGB3P6
DPH3P2
ARLNC1
RN7SL259P
KIF1C
YAP1P2
BANF1P1
RPS6KB2
HID1-AS1
EXD1
RFX3
MIR5192
MIR718
ARSD-AS1
ZNF734P
SIK2
RPL32P35
BORCS5
ZNF285
HSPA9
SNORD114-2
ELOCP23
RBP4
YPEL5P4
RBM22P13
SMCO4P1
GPSM1
RN7SL616P
RNA5SP155
FAM171A2
PJVK
FHAD1
RAB35
COL25A1-DT
CYP4B1
ZNF697
RN7SKP291
NLGN4X
ANKRD20A21P
INSR
DAPK1
CCSAP
IGLV1-44
RN7SL520P
DOCK8-AS2
PNPLA4P1
SLC26A4-AS1
SMG9
FAM47A
OR52E1
NPM1P50
HIVEP2
LINC02243
RNU6-1179P
RNU6-751P
KRTAP9-4
RNU6-63P
MTND3P8
RNA5SP259
NDC1
TRIM44
CUBNP1
RPL35AP6
SUCLA2
WDR45P1
SUPT4H1
MAMDC2-AS1
LINC02927
LINC02396
RNU6-945P
MIATNB
PAK1IP1
KRTCAP2
KIF20A
BOLA3
RPL17P24
OR5K2
TUBB2BP1
TTC39CP1
AIFM1
CYCSP27
ZKSCAN7-AS1
HMGN1P1
TMX1P2
SLC35A4
RPL6P2
DPPA2P4
ZNF561
LINC01128
ARHGEF10
RAB22A
MIR125B2
PIGUP1
IGHV3-49
RNU1-124P
LINC02419
NFIX
ZFP64
TNIP2
MFSD11
RBMY2KP
NIPAL1P1
BNAT1
RNA5SP26
RN7SKP64
RPL7AP4
FBXL4
CEP192
HUWE1
HSP90B2P
CCN2-AS1
UPF2
SMARCD1
SLC38A6
RNU4-56P
H4C16
CDKN2A
COPS6
B4GALNT4
FAM133GP
MYT1L-AS1
NDUFB1
HMGN2P13
LITAF
EBF3
NIP7P2
UPP1
SLC22A13
BTBD3-AS1
ZBED10P
SPA17P1
CDK4P1
UCP1
COP1-DT
NR1I3
CASR
LINC00674
CDC20P1
PABPC4L
RPL23AP44
SNORD14B
OR52Q1P
LINC02607
DNMT3L
LINC01318
NDUFA5P10
RN7SL36P
MIR4659B
POR
LRRC2P1
ZNF460-AS1
CD163L1
LINC01639
PRORSD1P
LINC02337
LINC02633
RNY4P14
CELSR1P1
LINC02213
MTND5P23
MIR5093
MIR6889
ZC3H3
RBM15-AS1
ELMOD1
MIR4261
FAM228A
ANKRD17
RPS4Y1
MIR6513
TRIM60P13
SCG3
KLHL7-DT
LINC01653
APC
RN7SL28P
GLTPD2
MIR8087
LINC01579
MTCO1P7
MIR3199-2
CSMD2-AS1
MSL2
SMARCA1
EIF4A1P13
MATR3P1
RNU6-552P
CLPTM1LP1
SNORD116-24
RAB11AP1
AARSD1P1
PTPRG
RNU6-472P
ARL8B
HMGA2
RN7SL583P
RPL12
RPL6P6
BRSK2
MIR6839
PGRMC1
HNRNPA1P37
HLA-F-AS1
IGHVIII-11-1
LINC01023
RNU6-255P
RN7SKP44
EIF1AX
CENPBD1P
FAM3C2P
CADPS
ANAPC1
ABR-AS1
ZBTB7C
MDM2
COX6B1P6
SCYGR5
CDK19
SYVN1
RNU6-921P
LARS2
MIR5707
LINC01565
CDC5L
LINC01085
SNORA80D
CARD11-AS1
LINC02757
PITPNM1
RPS13P3
OR9H1P
HADHBP1
LINC02141
CPEB1
CACNG6
RNA5SP134
TRNT1P1
SLC25A1
ZFYVE9P1
NRIP3-DT
CZIB
SLC1A7
RNU6-1105P
CHST9
TMEM134
IGHVII-49-1
MIR485
CLSTN2-AS1
RPL35AP19
SUMO2P7
RNU6-1191P
CYP4V2
NDUFB4P8
KCNK1
RNA5SP319
CCNQ
CDC27P3
LINC00265
HMGB3P16
CEBPA
TRMO
KCTD15
DYNLL1P6
LINC01234
PPP2CA-DT
RN7SL397P
FMR1-IT1
TAAR4P
RNU6-696P
RNU6-253P
LINC02813
MIR4538
LCE2A
MAP1LC3C
ACTN2
PURB
BCL2
OR8B2
CICP14
ZNF322
COX5BP6
CFAP107
SNORD27
NAALADL2
ENSAP2
UNC93B8
ACAP2-IT1
LINC02410
MIR670
MIR6826
NT5C3AP2
NUP210L
WSCD1
OR5J7P
ZBTB49
SCMH1-DT
VHL
LINC02047
RNVU1-2A
LINC02687
ANP32BP2
LITATS1
LINC02089
ENPP7P5
SNX18
KLRF1
PIGY-DT
MIR187
NUGGC
CDRT15P10
ITPRIPL2
MIR5706
ARNT2
RNA5SP77
SNORD3E
HTR1A
TMEM43
SLC66A2P1
LINC01828
EIF5A2P1
TKT
MOB4
MRPL9P1
SPEN
EXOGP1
RPLP1P11
RPL7AP75
TWF2
TRAJ3
FHL5
RNU6-102P
GREM1
TMEM253
SCARNA15
RPS15AP9
CCT8P1
H3P37
SLIT3-AS1
LRRC24
LMX1A-AS2
FGFR3P3
ENPP7P10
SLC35E2B
PLK2
HIP1
MAP3K20-AS1
EIF4HP2
ANKRD18FP
PCMTD1P3
CFAP90
JKAMPP1
CCDC38
RPS7P2
RAPGEF4-AS1
ALDH6A1
MIR937
PDE7A
RFX5
SLC39A6
LIN28AP1
RN7SKP108
DXO
ZPLD2P
ZC3HAV1L
LINC03034
ZNF502
OR5AC4P
ERO1B
OR51L1
RN7SL302P
SRSF6P2
TMEM246-AS1
SGF29
MORF4L1P4
ZNF709
SIK3
OR13C7
GRIA1
ERVV-2
UNK
ANKRD26P4
RNU6-579P
MIR4505
LGALS8
MMP28
ACTR3BP2
CCDC116
ZMAT3
UBR2
ZNF146
MRPS2
ANKRD16
RNF7
PAPPA-AS2
STARD4-AS1
RNU6-126P
MIR137HG
GTF3C6
OAZ3
GAPDHP73
RPS2P15
GDPD1
NMRK1
ASMTL
PCMT1
GPR18
OR1A1
RNF168
LINC01214
CAB39P1
TMEM30CP
RPS6P16
OR52M1
LAMC3
SERTAD3-AS1
SNORD3J
CDRT15P5
UBE2V1
RPL10P10
IGLON5
SYNGR4
HOTTIP
EGFR
RNA5SP41
UTS2
RNU6-738P
MEPCE
PSORS1C1
ANGPTL1
LINC02215
MMAA
CRYGB
MRPS18B
CDCA7P1
EIF5B
RNU6-1286P
KIRREL3
MFAP1P1
PDCD1
TEX13C
PLEKHG7
DDX3P3
ZFP36
DNAJC5B
LINC02986
SKIL
FRG1EP
CD200
ISLR2
SLC10A5P1
S100A3
RNA5SP46
MCCC1-AS1
OXA1L-DT
ADAM23
TPI1
DGAT2
SNORD116-9
NSA2P6
MOSMO
ACSM6
VN2R9P
RNU4-5P
LRCOL1
TLCD3B
EBF2
ERBB3
KRTAP10-4
TRAJ31
PIP
KILH
RDXP1
RPSAP43
VN1R2
RPS10P18
ZNF451
SRR
RPL35AP22
GUCY2C-AS1
MRPL45P2
PDPN
LINC02743
SLC25A10
RAC2
SEPTIN9
CRCP
CD46
RNU6-944P
ATOSBP1
PTMAP1
USB1
VN1R80P
PLBD1-AS1
DIO2
FLOT1
SEC14L2
RNA5SP342
CYCSP7
SCARNA21
IGLV11-55
SVOP
UCKL1
MTND3P15
CARD8
CPNE5
TRIM41
COL1A2
ANKRD2
C4orf46P2
RN7SL646P
PGBD4P6
NCF2
MTRF1LP1
NSUN2
GBF1
MIR329-1
LINC01888
SNORD116-6
FGF12-AS2
LINC01033
CADM1
RNU2-62P
BTBD2
LINC02149
NHIP
RN7SL737P
SH3TC1
STYXL2
OR7E85BP
PCSK2
DDX39A
CHP1P2
ANKRD62
OR4D5
POMC
MIR4800
SDHAF2
KIF9-AS1
SCIMP
SOX1-OT
TET2
ARVCF
DEFB134
ADAT2
ALDH1B1
H3P46
PRB3
DUSP22
FAM238C
ACTR3P2
SKAP2
ARHGAP27P2
MIR139
TRAV6
RPL12P25
ANKDD1B
RNU6-1237P
IRF2BP1
SMC3P1
CD28
ATP6V0E1
RN7SL251P
PGLYRP3
WARS1
KRTAP27-1
PACRG
RIDA
RABGAP1L-IT1
SMPD4BP
ESRG
PBX4
DST-AS1
OR51J1
HGD
CRLF3P3
MIR2116
SIRT4
ABCC2
RPL17P3
BSND
RNU6-200P
TNKS2
LINC02223
SCN1B
RPS18
CPZ
KCNQ1DN
PPP2R5C
CLIC1
SWI5
MIR3945
OR9G3P
RPL7AP61
USP42
CAPS
ATP5MGL
LINC00905
NT5DC4
CYP4A11
CKS1B
POLH
RPL29P15
OPRL1
CDON
HSH2D
PNLDC1
VASH2
MISP3
LINC02182
TMBIM6
TSTD3
TPRG1-AS2
EFEMP1
MIR6070
FAM83C
TRGJP2
APBB1
PLSCR1
ST7L
ALG1L1P
TPM3
EGLN3-AS1
SNORD13P3
RPL23AP52
GLUD1P3
ATP2A1
MIR4536-2
SNORA79B
OR7E111P
RNU4-11P
SEPHS1P4
AMZ2P1
RPL36AP21
GPER1
MUC5B
KCNJ14
CPVL-AS1
SYT14
CNOT3
MIR3942
KCNJ2-AS1
ELFN1-AS1
FAM169A-AS1
LRRC75B
IGHV3-33-2
PPP1R2P2
TXNP1
MCRIP1
CNN2P10
PRCD
PRDX5
CCDC125
AKT3
KRTAP19-8
VTA1P2
RPL5P17
RNU7-148P
IGHVII-78-1
GJA1
IGLV1-41
GLYATL1P2
TVP23BP1
RPS6KA6
RN7SL521P
LYPD8
SFI1
RPLP0P12
MIR802
ATP5MC3
OR10G5P
CCNB2
TNFAIP8L2
TAGLN
RNA5SP271
KIAA0753
FXYD1
PIP4P2
CLN8-AS1
COL24A1
RNU1-100P
RNU6-832P
RNA5SP322
LY6G6E
FTH1P5
LINC02294
LINC00707
DUSP1
COMMD2
TMBIM7P
MIR568
RNY4P10
LINC01561
TMEM108
CCDC127
MIR6774
GCM1P1
SAMSN1
LINC00886
RNU6ATAC20P
PRDM4-AS1
LINC02723
MIR6840
PDCD5
OR4C49P
RNU6-882P
CCNO-DT
TFDP1P3
SNHG14
CYGB
RNA5SP288
ACER2
KIRREL1-IT1
TRAJ46
PLCXD2
RNU6ATAC2P
RN7SL323P
OR14K1
EIF2B4
ARHGEF9-IT1
OR6C73P
KLHL7
RNU7-10P
SIAH1
STAM-DT
ATL3
ZPR1
STK36
RNU7-192P
ALG13-AS1
CASS4
RNU6-1301P
RN7SL717P
LINC01035
OR2L8
MILR1
DRD2
AZGP1
MIR505
PLOD2
TXK
RNU5E-5P
OR8K5
TRMT1P1
ZNF648
CA7
GRIK4
RNU6-43P
DBT
RNU1-91P
SLAMF9
LINC01916
MIR770
STARD10
MIR2682
EIF4E1B
RNY1P11
MED28P3
IGHVII-33-1
MTCYBP20
ARSF
GTF2IP11
CASP2
IGHD5-12
ORAI3
SMYD2
DCLK3
OR5V1
DET1
ARF3
PRDM14
CHST6
MIR4711
OR5H1
DENND2B-AS1
METTL3
PARL
GAPDHP22
BSDC1
TRBV7-5
ASXL3
WT1
XAGE3
LINC01331
SNORA63C
LY75-CD302
RPL21P50
ZYXP1
RN7SL144P
C1DP5
CLCN4
SAR1AP4
FAM114A2
KRT19P4
SNORA70E
N4BP1
MCCD1P2
MRO
RPL10P2
LINC02854
GLRX
GNMT
PRMT2
AP3B2
RNU6-1209P
RNU6-241P
SDAD1P2
GFY
TBC1D22B
ZNF830
SCAANT1
GPD2
ZNF436-AS1
UAP1L1
BRI3BP
ABCB7
INO80B-WBP1
VNN1
ZNF492
PIP4K2A
TRIM60P3Y
KCNS1
ENTPD1
MIR3915
RNU7-200P
FBXL3
FRMD4A-AS1
LIME1
DDX49
MPDZ
MFAP3L
IGHVII-51-2
CRYGFP
RNA5SP133
XIAP-AS1
TLX3
AK4P2
LINC01075
MTND5P6
TRRAP
CDC42P3
GPR162
MIR1468
SKA2
CNNM1
RPL21P114
YWHAE
CCNE2
LINC01281
OR4C16
CORO2B
CCL13
EMP2
RNA5SP496
TYRL
RNU7-193P
RBMX2P4
BOLA3P4
RPL7AP29
ATP5MGP4
KRT18P19
FANCC
HADHAP2
IGFL2-AS1
SLC25A1P5
GYPB
NEU4
RELN
SNORD115-14
NDUFV1
CXADR
PIGFP1
GNAI1
HSPD1P14
OSGIN1
ZNF329
RN7SKP48
CTSD
ABCB6
HMGB1P29
PAN2
LINC01914
PDGFRL
CRYGC
TRAV32
TIAM1-AS1
