source,target,source_genesymbol,target_genesymbol,is_directed,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,curation_effort,references,sources,type,n_sources,n_primary_sources,n_references,references_stripped
P79483,O60911,HLA-DRB3,CTSV,True,False,False,False,False,False,1,Macrophage:14966190,Macrophage,post_translational,1,1,1,14966190
P20036,O60911,HLA-DPA1,CTSV,True,False,False,False,False,False,1,Macrophage:14966190,Macrophage,post_translational,1,1,1,14966190
P01909,O60911,HLA-DQA1,CTSV,True,False,False,False,False,False,1,Macrophage:14966190,Macrophage,post_translational,1,1,1,14966190
P01903,O60911,HLA-DRA,CTSV,True,False,False,False,False,False,1,Macrophage:14966190,Macrophage,post_translational,1,1,1,14966190
P01920,O60911,HLA-DQB1,CTSV,True,False,False,False,False,False,1,Macrophage:14966190,Macrophage,post_translational,1,1,1,14966190
P06340,O60911,HLA-DOA,CTSV,True,False,False,False,False,False,1,Macrophage:14966190,Macrophage,post_translational,1,1,1,14966190
P05538,O60911,HLA-DQB2,CTSV,True,False,False,False,False,False,1,Macrophage:14966190,Macrophage,post_translational,1,1,1,14966190
Q30154,O60911,HLA-DRB5,CTSV,True,False,False,False,False,False,1,Macrophage:14966190,Macrophage,post_translational,1,1,1,14966190
P13762,O60911,HLA-DRB4,CTSV,True,False,False,False,False,False,1,Macrophage:14966190,Macrophage,post_translational,1,1,1,14966190
P01906,O60911,HLA-DQA2,CTSV,True,False,False,False,False,False,1,Macrophage:14966190,Macrophage,post_translational,1,1,1,14966190
P28068,O60911,HLA-DMB,CTSV,True,False,False,False,False,False,1,Macrophage:14966190,Macrophage,post_translational,1,1,1,14966190
P13765,O60911,HLA-DOB,CTSV,True,False,False,False,False,False,1,Macrophage:14966190,Macrophage,post_translational,1,1,1,14966190
P04440,O60911,HLA-DPB1,CTSV,True,False,False,False,False,False,1,Macrophage:14966190,Macrophage,post_translational,1,1,1,14966190
P28067,P30622,HLA-DMA,CLIP1,True,False,False,False,False,False,2,Macrophage:14966190,Macrophage,post_translational,1,1,1,14966190
P28068,P30622,HLA-DMB,CLIP1,True,False,False,False,False,False,2,Macrophage:14966190,Macrophage,post_translational,1,1,1,14966190
P01911,P30622,HLA-DRB1,CLIP1,True,False,False,False,False,False,1,Macrophage:14966190,Macrophage,post_translational,1,1,1,14966190
P79483,P30622,HLA-DRB3,CLIP1,True,False,False,False,False,False,1,Macrophage:14966190,Macrophage,post_translational,1,1,1,14966190
P20036,P30622,HLA-DPA1,CLIP1,True,False,False,False,False,False,1,Macrophage:14966190,Macrophage,post_translational,1,1,1,14966190
P01909,P30622,HLA-DQA1,CLIP1,True,False,False,False,False,False,1,Macrophage:14966190,Macrophage,post_translational,1,1,1,14966190
P01903,P30622,HLA-DRA,CLIP1,True,False,False,False,False,False,1,Macrophage:14966190,Macrophage,post_translational,1,1,1,14966190
P01920,P30622,HLA-DQB1,CLIP1,True,False,False,False,False,False,1,Macrophage:14966190,Macrophage,post_translational,1,1,1,14966190
P06340,P30622,HLA-DOA,CLIP1,True,False,False,False,False,False,1,Macrophage:14966190,Macrophage,post_translational,1,1,1,14966190
P05538,P30622,HLA-DQB2,CLIP1,True,False,False,False,False,False,1,Macrophage:14966190,Macrophage,post_translational,1,1,1,14966190
Q30154,P30622,HLA-DRB5,CLIP1,True,False,False,False,False,False,1,Macrophage:14966190,Macrophage,post_translational,1,1,1,14966190
P13762,P30622,HLA-DRB4,CLIP1,True,False,False,False,False,False,1,Macrophage:14966190,Macrophage,post_translational,1,1,1,14966190
P01906,P30622,HLA-DQA2,CLIP1,True,False,False,False,False,False,1,Macrophage:14966190,Macrophage,post_translational,1,1,1,14966190
P13765,P30622,HLA-DOB,CLIP1,True,False,False,False,False,False,1,Macrophage:14966190,Macrophage,post_translational,1,1,1,14966190
P04440,P30622,HLA-DPB1,CLIP1,True,False,False,False,False,False,1,Macrophage:14966190,Macrophage,post_translational,1,1,1,14966190
P19438,Q14790,TNFRSF1A,CASP8,True,True,False,True,True,False,5,InnateDB:15357952;Macrophage:12887920;Macrophage:15725726;Macrophage:8875942;NetPath:21741934,InnateDB;Macrophage;NetPath;Wang,post_translational,4,4,5,12887920;15357952;15725726;21741934;8875942
Q92851,P55210,CASP10,CASP7,True,True,False,True,True,False,3,HPRD:8962078;Macrophage:8755496;Macrophage:8962078,HPRD;Macrophage;Wang,post_translational,3,3,2,8755496;8962078
P49662,P29466,CASP4,CASP1,True,True,False,True,True,False,3,Macrophage:12843244;Macrophage:9039262;Macrophage:9491891,Macrophage;Wang,post_translational,2,2,3,12843244;9039262;9491891
P19525,P04637,EIF2AK2,TP53,True,True,False,True,True,False,25,HPRD-phos:10348343;HPRD-phos:10747897;HPRD-phos:10884347;HPRD-phos:19413330;HPRD:10348343;HPRD:10747897;HPRD:10884347;KEA:10348343;KEA:10747897;KEA:1088347;KEA:10884347;KEA:16083285;KEA:16552184;KEA:9315650;Macrophage:10082513;Macrophage:10348343;Macrophage:9737981;ProtMapper:10348343;ProtMapper:17451862;SIGNOR:10348343;SPIKE_LC:16713569;iPTMnet:10348343;iPTMnet:10747897;iPTMnet:10884347;iPTMnet:19413330,HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;Macrophage;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE_LC;Sparser_ProtMapper;Wang;iPTMnet;phosphoELM_KEA;phosphoELM_MIMP,post_translational,20,10,12,10082513;10348343;10747897;1088347;10884347;16083285;16552184;16713569;17451862;19413330;9315650;9737981
P0DMV8,O95831,HSPA1A,AIFM1,True,False,True,True,False,True,7,BioGRID:11533664;BioGRID:12930708;HPRD:11533664;HPRD:12930708;Macrophage:11533664;Macrophage:12930708;SPIKE_LC:16713569,BioGRID;Cui2007;HPRD;Macrophage;SPIKE_LC;Wang,post_translational,6,5,3,11533664;12930708;16713569
P55957,Q14249,BID,ENDOG,True,False,False,False,False,False,2,Macrophage:11452314;Macrophage:11753562,Macrophage,post_translational,1,1,2,11452314;11753562
P55957,P99999,BID,CYCS,True,True,False,True,True,False,2,Macrophage:9727491;Macrophage:9873064,Macrophage;SPIKE_LC;Wang,post_translational,3,2,2,9727491;9873064
P55957,Q9NR28,BID,DIABLO,True,True,False,True,True,False,3,Macrophage:11741882;Macrophage:11859412;SPIKE_LC:15725726,Macrophage;SPIKE_LC,post_translational,2,1,3,11741882;11859412;15725726
P55957,O43464,BID,HTRA2,True,False,False,False,False,False,2,Macrophage:15153524;Macrophage:15475455,Macrophage,post_translational,1,1,2,15153524;15475455
P55957,O95831,BID,AIFM1,True,False,False,False,False,False,2,Macrophage:11063743;Macrophage:15537572,Macrophage,post_translational,1,1,2,11063743;15537572
P42574,O43903,CASP3,GAS2,True,True,False,True,True,False,3,HPRD-phos:10564664;Macrophage:10564664;SIGNOR:10564664,Cui2007;HPRD-phos;Macrophage;SIGNOR;Wang,post_translational,5,5,1,10564664
Q05513,P19838,PRKCZ,NFKB1,True,True,False,True,True,False,2,Macrophage:11684013;Macrophage:12881425,Macrophage;Wang,post_translational,2,2,2,11684013;12881425
Q9UHD2,P19838,TBK1,NFKB1,True,True,False,True,True,False,1,Macrophage:15489227,HPRD_MIMP;MIMP;Macrophage;PhosphoSite_MIMP;phosphoELM_MIMP,post_translational,5,2,1,15489227
O43318,P19838,MAP3K7,NFKB1,True,True,False,True,True,False,1,Macrophage:12842894,Macrophage;Wang,post_translational,2,2,1,12842894
P14778,Q99836,IL1R1,MYD88,True,True,False,True,True,False,13,HPRD:12659850;InnateDB:12609980;InnateDB:12659850;InnateDB:15866876;InnateDB:15905496;InnateDB:16286016;InnateDB:16354686;InnateDB:19940113;InnateDB:9430229;Macrophage:17507369;NetPath:17507369;NetPath:9430229;SIGNOR:10217414,HPRD;InnateDB;Macrophage;NetPath;SIGNOR;Wang,post_translational,6,6,10,10217414;12609980;12659850;15866876;15905496;16286016;16354686;17507369;19940113;9430229
O60603,Q99836,TLR2,MYD88,True,True,False,True,True,False,16,HPRD:16482509;InnateDB:16482509;InnateDB:16893894;InnateDB:17126326;InnateDB:19717524;InnateDB:20348427;InnateDB:22673208;IntAct:16293622;IntAct:17126326;IntAct:29990310;Lit-BM-17:15107846;Lit-BM-17:17126326;Macrophage:16798732;SIGNOR:22664090;SPIKE_LC:17126326;SPIKE_LC:17145710,Cui2007;HPRD;InnateDB;IntAct;Lit-BM-17;Macrophage;SIGNOR;SPIKE_LC;Wang,post_translational,9,8,12,15107846;16293622;16482509;16798732;16893894;17126326;17145710;19717524;20348427;22664090;22673208;29990310
O14543,P15260,SOCS3,IFNGR1,True,False,True,True,False,True,1,Macrophage:14525967,Macrophage;Wang,post_translational,2,2,1,14525967
Q05655,P42224,PRKCD,STAT1,True,True,False,True,True,False,55,HPRD-phos:11839738;HPRD-phos:11972023;HPRD-phos:12637327;HPRD-phos:14963018;HPRD-phos:15322115;HPRD-phos:18452278;HPRD-phos:18669648;HPRD-phos:18691976;HPRD-phos:20058876;HPRD-phos:20068231;HPRD-phos:7543024;HPRD-phos:7690989;HPRD-phos:9355737;HPRD:11839738;HPRD:11972023;HPRD:12637327;HPRD:14963018;HPRD:15322115;HPRD:7543024;HPRD:7690989;HPRD:9355737;InnateDB:11839738;InnateDB:12807916;InnateDB:12817007;InnateDB:15322115;KEA:11839738;KEA:11972023;KEA:12637327;KEA:14963018;KEA:15322115;KEA:7543024;KEA:7690989;KEA:9355737;KEA:95354205;Macrophage:14550502;ProtMapper:11839738;ProtMapper:12817007;ProtMapper:17502367;ProtMapper:18035482;SIGNOR:17502367;iPTMnet:11839738;iPTMnet:11972023;iPTMnet:12637327;iPTMnet:12817007;iPTMnet:14963018;iPTMnet:15322115;iPTMnet:17502367;iPTMnet:18452278;iPTMnet:18669648;iPTMnet:18691976;iPTMnet:20058876;iPTMnet:20068231;iPTMnet:7543024;iPTMnet:7690989;iPTMnet:9355737,BEL-Large-Corpus_ProtMapper;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;InnateDB;KEA;MIMP;Macrophage;NCI-PID_ProtMapper;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;Reactome_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;Wang;iPTMnet;phosphoELM_MIMP,post_translational,22,11,19,11839738;11972023;12637327;12807916;12817007;14550502;14963018;15322115;17502367;18035482;18452278;18669648;18691976;20058876;20068231;7543024;7690989;9355737;95354205
O60674,P23458,JAK2,JAK1,True,True,False,True,True,False,1,Macrophage:7504784,Cui2007;Macrophage;Wang,post_translational,3,3,1,7504784
P23458,O60674,JAK1,JAK2,True,True,False,True,True,False,1,Macrophage:7504784,Cui2007;Macrophage;Wang,post_translational,3,3,1,7504784
P01571,P17181,IFNA17,IFNAR1,True,True,False,True,True,False,6,CellTalkDB:21856167;LRdb:21856167;Macrophage:7623815;Ramilowski2015:21856167;connectomeDB2020:21856167;talklr:21856167,CellCall;CellTalkDB;DLRP_talklr;Guide2Pharma;LRdb;Macrophage;Ramilowski2015;UniProt_LRdb;Wang;connectomeDB2020;iTALK;scConnect;talklr,post_translational,13,11,2,21856167;7623815
P01571,P48551,IFNA17,IFNAR2,True,True,False,True,True,False,6,CellTalkDB:21856167;LRdb:21856167;Macrophage:7623815;Ramilowski2015:21856167;connectomeDB2020:21856167;talklr:21856167,CellCall;CellTalkDB;DLRP_talklr;Guide2Pharma;LRdb;Macrophage;Ramilowski2015;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr,post_translational,12,10,2,21856167;7623815
P23458,P29597,JAK1,TYK2,True,True,False,True,True,False,16,HPRD-phos:19901323;HPRD-phos:8702790;HPRD:7589562;HPRD:8702790;KEA:15659558;KEA:8702790;Macrophage:7504784;Macrophage:8702790;ProtMapper:30029643;ProtMapper:8702790;SIGNOR:30029643;SIGNOR:8702790;iPTMnet:19901323;iPTMnet:30029643;iPTMnet:8702790;phosphoELM:8702790,HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;Macrophage;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,post_translational,17,10,6,15659558;19901323;30029643;7504784;7589562;8702790
P29597,P23458,TYK2,JAK1,True,False,False,False,False,False,4,Cellinker:14647450;HPRD:7589562;HPRD:8702790;Macrophage:7504784,Cellinker;HPRD;Macrophage,post_translational,3,3,4,14647450;7504784;7589562;8702790
P52630,P42224,STAT2,STAT1,True,True,False,True,True,False,22,BioGRID:10490982;HPRD:10446176;HPRD:8621447;InnateDB:10490982;InnateDB:14722125;InnateDB:15978943;InnateDB:17923090;InnateDB:21178011;InnateDB:21268015;IntAct:15825084;IntAct:17923090;IntAct:8605877;Lit-BM-17:10446176;Lit-BM-17:10490982;Lit-BM-17:12048190;Lit-BM-17:17923090;Lit-BM-17:24065129;Lit-BM-17:8605877;Lit-BM-17:8621447;Lit-BM-17:9724754;Macrophage:1502203;SIGNOR:17923090,BioGRID;HPRD;InnateDB;IntAct;Lit-BM-17;Macrophage;SIGNOR;Wang,post_translational,8,8,14,10446176;10490982;12048190;14722125;1502203;15825084;15978943;17923090;21178011;21268015;24065129;8605877;8621447;9724754
Q92793,Q00978,CREBBP,IRF9,True,True,False,True,True,False,3,Macrophage:8848048;SIGNOR:17923090;iPTMnet:17923090,Macrophage;SIGNOR;Wang;iPTMnet,post_translational,4,4,2,17923090;8848048
P28482,O75676,MAPK1,RPS6KA4,True,True,False,True,True,False,13,ACSN:11274345;ACSN:12697810;ACSN:15187187;ACSN:15547943;ACSN:16393692;ACSN:17052211;ACSN:17255949;ACSN:19541618;ACSN:19565474;ACSN:20506250;HPRD:9687510;KEA:17570479;Macrophage:18813292,ACSN;Cui2007;HPRD;KEA;Macrophage;NetworKIN_KEA;Wang,post_translational,7,6,13,11274345;12697810;15187187;15547943;16393692;17052211;17255949;17570479;18813292;19541618;19565474;20506250;9687510
O75582,Q71DI3,RPS6KA5,H3C13,True,False,False,False,False,False,1,Macrophage:18813292,Macrophage,post_translational,1,1,1,18813292
O75676,Q71DI3,RPS6KA4,H3C13,True,False,False,False,False,False,1,Macrophage:18813292,Macrophage,post_translational,1,1,1,18813292
O14745,P13569,SLC9A3R1,CFTR,True,True,False,True,True,False,30,BioGRID:10852925;DIP:19446522;DOMINO:12471024;DOMINO:9671706;ELM:11304524;ELM:9677412;HPRD:10852925;HPRD:11158634;HPRD:15553237;HPRD:9613608;HPRD:9677412;InnateDB:11304524;InnateDB:18754678;IntAct:12471024;IntAct:17244609;IntAct:28360110;IntAct:9671706;Lit-BM-17:10852925;Lit-BM-17:12403779;Lit-BM-17:12471024;Lit-BM-17:17110338;Lit-BM-17:17244609;Lit-BM-17:19446522;Lit-BM-17:9613608;Lit-BM-17:9671706;Lit-BM-17:9677412;SPIKE_LC:12471024;SPIKE_LC:17145710;SPIKE_LC:9671706,BioGRID;DIP;DOMINO;ELM;HPRD;InnateDB;IntAct;Lit-BM-17;SPIKE_LC;Wang,post_translational,10,9,15,10852925;11158634;11304524;12403779;12471024;15553237;17110338;17145710;17244609;18754678;19446522;28360110;9613608;9671706;9677412
O14745,P40879,SLC9A3R1,SLC26A3,True,False,False,False,False,False,2,HPRD:12369822,HPRD,post_translational,1,1,1,12369822
O14745,Q9BXI6,SLC9A3R1,TBC1D10A,True,False,False,False,False,False,7,BioGRID:11285285;DOMINO:11285285;HPRD:11285285;IntAct:11285285;IntAct:20937695;SPIKE_LC:11285285,BioGRID;DOMINO;HPRD;IntAct;SPIKE_LC,post_translational,5,4,2,11285285;20937695
O14745,P43250,SLC9A3R1,GRK6,True,False,False,False,False,False,2,HPRD:10446210,HPRD,post_translational,1,1,1,10446210
P43250,O14745,GRK6,SLC9A3R1,True,False,True,True,False,True,24,HPRD-phos:15302935;HPRD-phos:18088087;HPRD-phos:18452278;HPRD-phos:18669648;HPRD-phos:19413330;HPRD-phos:19664995;HPRD-phos:20166139;HPRD:10446210;KEA:10446210;KEA:15302935;KEA:18088087;PhosphoSite:17895247;PhosphoSite:30696771;ProtMapper:10446210;SIGNOR:10446210;iPTMnet:10446210;iPTMnet:15302935;iPTMnet:18088087;iPTMnet:18452278;iPTMnet:18669648;iPTMnet:19413330;iPTMnet:19664995;iPTMnet:20166139;phosphoELM:10446210,HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoNetworks;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,post_translational,18,11,10,10446210;15302935;17895247;18088087;18452278;18669648;19413330;19664995;20166139;30696771
O14745,P41145,SLC9A3R1,OPRK1,True,False,False,False,False,False,6,BioGRID:12004055;DOMINO:12004055;HPRD:12004055;HPRD:15070904;SPIKE_LC:12004055,BioGRID;DOMINO;HPRD;SPIKE_LC,post_translational,4,3,2,12004055;15070904
O14745,P47900,SLC9A3R1,P2RY1,True,False,False,False,False,False,5,DOMINO:9671706;HPRD:9671706;Lit-BM-17:9671706;SPIKE_LC:9671706,DOMINO;HPRD;Lit-BM-17;SPIKE_LC,post_translational,4,3,1,9671706
O14745,Q9NWQ8,SLC9A3R1,PAG1,True,False,False,False,False,False,5,DOMINO:11684085;HPRD:11684085;Lit-BM-17:11684085;SPIKE_LC:11684085,DOMINO;HPRD;Lit-BM-17;SPIKE_LC,post_translational,4,3,1,11684085
O14745,P46937,SLC9A3R1,YAP1,True,False,False,False,False,False,6,DOMINO:10562288;ELM:10562288;HPRD:10562288;IntAct:10562288;SPIKE_LC:10562288,DOMINO;ELM;HPRD;IntAct;SPIKE_LC,post_translational,5,4,1,10562288
O14907,Q9UI32,TAX1BP3,GLS2,True,False,False,False,False,False,2,HPRD:11163757,HPRD,post_translational,1,1,1,11163757
O14907,Q9BST9,TAX1BP3,RTKN,True,False,False,False,False,False,2,HPRD:10940294,HPRD,post_translational,1,1,1,10940294
O14908,Q13641,GIPC1,TPBG,True,False,False,False,False,False,5,DOMINO:11798178;HPRD:11798178;Lit-BM-17:11798178;SPIKE_LC:11798178,DOMINO;HPRD;Lit-BM-17;SPIKE_LC,post_translational,4,3,1,11798178
O14908,P08648,GIPC1,ITGA5,True,False,False,False,False,False,4,HPRD:11479315;HPRD:11852236;Lit-BM-17:11479315,HPRD;Lit-BM-17,post_translational,2,2,2,11479315;11852236
O14908,P23229,GIPC1,ITGA6,True,False,False,False,False,False,4,HPRD:11479315;HPRD:11852236;Lit-BM-17:11479315,HPRD;Lit-BM-17,post_translational,2,2,2,11479315;11852236
O14908,P17643,GIPC1,TYRP1,True,False,False,False,False,False,5,DOMINO:11441007;HPRD:11441007;Lit-BM-17:11441007;SPIKE_LC:11441007,DOMINO;HPRD;Lit-BM-17;SPIKE_LC,post_translational,4,3,1,11441007
O14908,P12814,GIPC1,ACTN1,True,False,False,False,False,False,3,HPRD:10198040;SPIKE_LC:16713569,HPRD;SPIKE_LC,post_translational,2,1,2,10198040;16713569
O14908,P08588,GIPC1,ADRB1,True,False,False,False,False,False,4,HPRD:12724327;HPRD:16316992;Lit-BM-17:12724327,HPRD;Lit-BM-17,post_translational,2,2,2,12724327;16316992
O14910,P48065,LIN7A,SLC6A12,True,False,False,False,False,False,2,HPRD:10228153,HPRD,post_translational,1,1,1,10228153
O14936,Q9UHC6,CASK,CNTNAP2,True,False,False,False,False,False,4,DOMINO:12093160;HPRD:12093160;SPIKE_LC:12093160,DOMINO;HPRD;PhosphoPoint;SPIKE_LC,post_translational,4,3,1,12093160
O14936,Q9C0A0,CASK,CNTNAP4,True,False,False,False,False,False,4,DOMINO:12093160;HPRD:12093160;SPIKE_LC:12093160,DOMINO;HPRD;PhosphoPoint;SPIKE_LC,post_translational,4,3,1,12093160
O14936,Q9Y624,CASK,F11R,True,False,False,False,False,False,6,BioGRID:11120739;DOMINO:11120739;HPRD:10856295;HPRD:11120739;SPIKE_LC:11120739,BioGRID;DOMINO;HPRD;PhosphoPoint;SPIKE_LC,post_translational,5,4,2,10856295;11120739
O14936,P18827,CASK,SDC1,True,False,False,False,False,False,4,DOMINO:9660868;HPRD:9660868;SPIKE_LC:9660868,DOMINO;HPRD;PhosphoPoint;SPIKE_LC,post_translational,4,3,1,9660868
O14936,P34741,CASK,SDC2,True,False,False,False,False,False,7,BioGRID:9660868;DOMINO:9660868;HPRD:9660868;Lit-BM-17:12676536;Lit-BM-17:9660868;SPIKE_LC:9660868,BioGRID;DOMINO;HPRD;Lit-BM-17;PhosphoPoint;SPIKE_LC,post_translational,6,5,2,12676536;9660868
O14936,O75056,CASK,SDC3,True,False,False,False,False,False,2,HPRD:10460248,HPRD;PhosphoPoint,post_translational,2,2,1,10460248
O14936,P31431,CASK,SDC4,True,False,False,False,False,False,2,HPRD:9660868,HPRD;PhosphoPoint,post_translational,2,2,1,9660868
Q5T2W1,P51790,PDZK1,CLCN3,True,False,False,False,False,False,4,DOMINO:12471024;HPRD:12471024;SPIKE_LC:12471024,DOMINO;HPRD;SPIKE_LC,post_translational,3,2,1,12471024
Q86UL8,O43424,MAGI2,GRID2,True,False,False,False,False,False,2,HPRD:12589829,HPRD,post_translational,1,1,1,12589829
Q86UL8,P60484,MAGI2,PTEN,True,True,False,True,True,False,5,DOMINO:10760291;HPRD:10760291;KEA:11035045;SPIKE_LC:10760291,DOMINO;HPRD;KEA;KEGG-MEDICUS;Kinexus_KEA;SPIKE_LC;Wang,post_translational,7,5,2,10760291;11035045
Q86UL8,Q9Y4G8,MAGI2,RAPGEF2,True,False,False,False,False,False,4,DOMINO:10548487;HPRD:10548487;SPIKE_LC:10548487,DOMINO;HPRD;SPIKE_LC,post_translational,3,2,1,10548487
Q86UL8,P08588,MAGI2,ADRB1,True,False,False,False,False,False,10,DOMINO:11526121;HPRD:11526121;IntAct:11526121;IntAct:16316992;IntAct:16533813;Lit-BM-17:11526121;Lit-BM-17:16316992;SPIKE_LC:11526121;SPIKE_LC:17145710,DOMINO;HPRD;IntAct;Lit-BM-17;SPIKE_LC,post_translational,5,4,4,11526121;16316992;16533813;17145710
Q86UL8,Q9UQB3,MAGI2,CTNND2,True,False,False,False,False,False,2,HPRD:10080919,HPRD,post_translational,1,1,1,10080919
P26045,P78536,PTPN3,ADAM17,True,False,False,False,False,False,5,DOMINO:12207026;HPRD:12207026;Lit-BM-17:12207026;SPIKE_LC:12207026,DOMINO;HPRD;Lit-BM-17;SPIKE_LC,post_translational,4,3,1,12207026
P29074,O43424,PTPN4,GRID2,True,False,False,False,False,False,3,HPRD:10748123;Lit-BM-17:10748123,HPRD;Lit-BM-17,post_translational,2,2,1,10748123
P29074,Q12879,PTPN4,GRIN2A,True,False,False,False,False,False,3,BioGRID:22000519;HPRD:10748123,BioGRID;HPRD,post_translational,2,2,2,10748123;22000519
P55196,Q15375,AFDN,EPHA7,True,False,False,False,False,False,9,CellTalkDB:9707552;Cellinker:11544254;Cellinker:9707552;DOMINO:9707552;HPRD:9707552;LRdb:9707552;SPIKE_LC:9707552;connectomeDB2020:9707552,CellTalkDB;Cellinker;DOMINO;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;SPIKE_LC;connectomeDB2020;iTALK;talklr,post_translational,13,9,2,11544254;9707552
P55196,P29323,AFDN,EPHB2,True,False,False,False,False,False,8,CellTalkDB:9707552;Cellinker:9707552;DOMINO:9707552;HPRD:9707552;LRdb:9707552;SPIKE_LC:9707552;connectomeDB2020:9707552,CellTalkDB;Cellinker;DOMINO;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;SPIKE_LC;connectomeDB2020;iTALK;talklr,post_translational,13,9,1,9707552
P55196,O15197,AFDN,EPHB6,True,False,False,False,False,False,8,CellTalkDB:9707552;Cellinker:9707552;DOMINO:9707552;HPRD:9707552;LRdb:9707552;SPIKE_LC:9707552;connectomeDB2020:9707552,CellTalkDB;Cellinker;DOMINO;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;SPIKE_LC;connectomeDB2020;iTALK;talklr,post_translational,13,9,1,9707552
P55196,Q15223,AFDN,NECTIN1,True,False,False,False,False,False,16,CellTalkDB:10225955;Cellinker:10225955;Cellinker:10617658;Cellinker:11544254;DOMINO:10225955;DOMINO:15811349;HPRD:10225955;HPRD:10617658;LRdb:10225955;LRdb:11;Lit-BM-17:10225955;Lit-BM-17:15811349;SPIKE_LC:10225955;connectomeDB2020:10225955;connectomeDB2020:10617658,CellTalkDB;Cellinker;DOMINO;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Lit-BM-17;Ramilowski2015;SPIKE_LC;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,post_translational,16,11,5,10225955;10617658;11;11544254;15811349
P55196,Q92692,AFDN,NECTIN2,True,False,False,False,False,False,16,Cellinker:10225955;Cellinker:10733589;Cellinker:11544254;DOMINO:10225955;DOMINO:15811349;HPRD:10225955;HPRD:10733589;LRdb:1;LRdb:10733589;Lit-BM-17:10225955;Lit-BM-17:10617658;Lit-BM-17:15811349;Lit-BM-17:23750010;SPIKE_LC:10225955;connectomeDB2020:10225955,CellTalkDB;Cellinker;DOMINO;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Lit-BM-17;Ramilowski2015;SPIKE_LC;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,post_translational,16,11,7,1;10225955;10617658;10733589;11544254;15811349;23750010
P55196,Q9NQS3,AFDN,NECTIN3,True,False,False,False,False,False,15,BioGRID:10744716;CellTalkDB:25263091;Cellinker:11024295;DOMINO:15811349;HPRD:10744716;HPRD:11024295;IntAct:11024295;IntAct:15811349;Lit-BM-17:10744716;Lit-BM-17:11024295;Lit-BM-17:15811349;SPIKE_LC:11024295;connectomeDB2020:10744716;connectomeDB2020:11024295,BioGRID;CellTalkDB;Cellinker;DOMINO;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;IntAct;LRdb;Lit-BM-17;Ramilowski2015;SPIKE_LC;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,post_translational,18,13,4,10744716;11024295;15811349;25263091
P78352,Q01814,DLG4,ATP2B2,True,False,False,False,False,False,2,HPRD:11274188,HPRD,post_translational,1,1,1,11274188
P78352,P23634,DLG4,ATP2B4,True,False,False,False,False,False,2,HPRD:11274188,HPRD,post_translational,1,1,1,11274188
Q00013,P04921,MPP1,GYPC,True,False,False,False,False,False,9,DOMINO:9305870;ELM:17572384;ELM:9305870;HPRD:9305870;IntAct:17572384;IntAct:9305870;Lit-BM-17:9305870;SPIKE_LC:9305870,DOMINO;ELM;HPRD;IntAct;Lit-BM-17;SPIKE_LC,post_translational,6,5,2,17572384;9305870
Q07157,P17302,TJP1,GJA1,True,False,False,False,False,False,10,DOMINO:16944923;DOMINO:9707407;HPRD:9707407;IntAct:16944923;IntAct:9707407;Lit-BM-17:16944923;Lit-BM-17:9707407;SPIKE_LC:17145710;SPIKE_LC:9707407,DOMINO;HPRD;IntAct;Lit-BM-17;SPIKE_LC;Wang,post_translational,6,5,3,16944923;17145710;9707407
Q07157,P36383,TJP1,GJC1,True,False,False,False,False,False,5,ELM:11557048;ELM:21965684;HPRD:11557048;HPRD:12064590,ELM;HPRD,post_translational,2,2,3,11557048;12064590;21965684
