source,target,source_genesymbol,target_genesymbol,is_directed,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,curation_effort,references,sources,type,n_sources,n_primary_sources,n_references,references_stripped
Q12923,P98172,PTPN13,EFNB1,True,True,False,True,True,False,2,HPRD:9920925,HPRD;Wang,post_translational,2,2,1,9920925
Q12923,Q52LW3,PTPN13,ARHGAP29,True,False,False,False,False,False,2,HPRD:9305890,HPRD,post_translational,1,1,1,9305890
Q12923,Q16513,PTPN13,PKN2,True,False,False,False,False,False,7,DOMINO:11356191;ELM:11356191;HPRD:11356191;IntAct:11356191;Lit-BM-17:11356191;SPIKE_LC:11356191,DOMINO;ELM;HPRD;IntAct;Lit-BM-17;SPIKE_LC,post_translational,6,5,1,11356191
Q12923,Q15654,PTPN13,TRIP6,True,False,True,True,False,True,9,DEPOD:17591779;HPRD:10400701;HPRD:10826496;InnateDB:10400701;InnateDB:17591779;ProtMapper:17591779;SIGNOR:17591779;SPIKE_LC:16713569,DEPOD;HPRD;InnateDB;ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE_LC,post_translational,7,5,4,10400701;10826496;16713569;17591779
Q12923,P08138,PTPN13,NGFR,True,False,False,False,False,False,2,HPRD:10544233,HPRD,post_translational,1,1,1,10544233
Q12959,Q96KB5,DLG1,PBK,True,False,False,False,False,False,6,DOMINO:10779557;HPRD:10779557;IntAct:10779557;Lit-BM-17:10779557;SPIKE_LC:10779557,DOMINO;HPRD;IntAct;Lit-BM-17;SPIKE_LC,post_translational,5,4,1,10779557
Q12959,Q01814,DLG1,ATP2B2,True,False,False,False,False,False,4,HPRD:11274188;SPIKE_LC:11274188;SPIKE_LC:17145710,HPRD;SPIKE_LC,post_translational,2,1,2,11274188;17145710
Q12959,P23634,DLG1,ATP2B4,True,False,False,False,False,False,3,HPRD:11274188;SPIKE_LC:11274188,HPRD;SPIKE_LC,post_translational,2,1,1,11274188
Q13424,Q9UI32,SNTA1,GLS2,True,False,False,False,False,False,2,HPRD:11163757,HPRD,post_translational,1,1,1,11163757
P53778,Q13424,MAPK12,SNTA1,True,True,False,True,True,False,17,DOMINO:10212242;HPRD-phos:10212242;HPRD-phos:18669648;HPRD-phos:19413330;HPRD-phos:20068231;HPRD:10212242;KEA:10212242;KEA:17081983;Lit-BM-17:10212242;ProtMapper:10212242;SIGNOR:10212242;SPIKE_LC:10212242;iPTMnet:10212242;iPTMnet:18669648;iPTMnet:19413330;iPTMnet:20068231;phosphoELM:10212242,DOMINO;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;Lit-BM-17;MIMP;PhosphoNetworks;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE_LC;Wang;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,post_translational,23,13,5,10212242;17081983;18669648;19413330;20068231
Q13424,P53778,SNTA1,MAPK12,True,False,False,False,False,False,5,DOMINO:10212242;HPRD:10212242;Lit-BM-17:10212242;SPIKE_LC:10212242,DOMINO;HPRD;Lit-BM-17;SPIKE_LC,post_translational,4,3,1,10212242
Q13424,P35499,SNTA1,SCN4A,True,False,False,False,False,False,3,HPRD:9412493;InnateDB:15123239,HPRD;InnateDB,post_translational,2,2,2,15123239;9412493
Q13424,Q14524,SNTA1,SCN5A,True,False,False,False,False,False,2,HPRD:9412493,HPRD,post_translational,1,1,1,9412493
Q13425,O95477,SNTB2,ABCA1,True,False,False,False,False,False,7,DOMINO:12054535;HPRD:12054535;Lit-BM-17:12054535;Lit-BM-17:16192269;SPIKE_LC:12054535;SPIKE_LC:17145710,DOMINO;HPRD;Lit-BM-17;SPIKE_LC,post_translational,4,3,3,12054535;16192269;17145710
Q13425,Q15303,SNTB2,ERBB4,True,False,False,False,False,False,5,HPRD:10725395;MPPI:10725395;SPIKE_LC:10725395;SPIKE_LC:17145710,HPRD;MPPI;SPIKE_LC,post_translational,3,2,2,10725395;17145710
Q15599,Q9BXI6,SLC9A3R2,TBC1D10A,True,False,False,False,False,False,3,HPRD:11285285;SPIKE_LC:11285285,HPRD;SPIKE_LC,post_translational,2,1,1,11285285
Q15599,Q01970,SLC9A3R2,PLCB3,True,True,False,True,True,False,3,HPRD:10748023;Lit-BM-17:10748023,HPRD;Lit-BM-17;Wang,post_translational,3,3,1,10748023
Q15599,Q01814,SLC9A3R2,ATP2B2,True,False,False,False,False,False,3,HPRD:11786550;SPIKE_LC:17145710,HPRD;SPIKE_LC,post_translational,2,1,2,11786550;17145710
Q15599,Q05066,SLC9A3R2,SRY,True,False,False,False,False,False,10,DOMINO:16166090;DOMINO:9054412;HPRD:16166090;HPRD:9054412;IntAct:16166090;IntAct:9054412;Lit-BM-17:16166090;Lit-BM-17:9054412;SPIKE_LC:9054412,DOMINO;HPRD;IntAct;Lit-BM-17;SPIKE_LC,post_translational,5,4,2,16166090;9054412
Q15599,O00141,SLC9A3R2,SGK1,True,False,False,False,False,False,3,HPRD:11751930;HPRD:12387817,HPRD,post_translational,1,1,2,11751930;12387817
Q15599,P07550,SLC9A3R2,ADRB2,True,False,False,False,False,False,3,HPRD:9671706;InnateDB:23798571,HPRD;InnateDB,post_translational,2,2,2,23798571;9671706
Q15700,Q01814,DLG2,ATP2B2,True,False,False,False,False,False,3,HPRD:11274188;SPIKE_LC:11274188,HPRD;SPIKE_LC,post_translational,2,1,1,11274188
Q15700,P23634,DLG2,ATP2B4,True,False,False,False,False,False,4,ELM:17384233;HPRD:11274188;SPIKE_LC:11274188,ELM;HPRD;SPIKE_LC,post_translational,3,2,2,11274188;17384233
Q8N3R9,P82279,PALS1,CRB1,True,False,False,False,False,False,5,IntAct:15914641;IntAct:17920587;IntAct:33758649;SPIKE_LC:11927608,IntAct;SPIKE_LC,post_translational,2,1,4,11927608;15914641;17920587;33758649
Q86UT5,P25092,PDZD3,GUCY2C,True,False,False,False,False,False,6,DOMINO:11950846;HPRD:11950846;IntAct:11950846;Lit-BM-17:11950846;SPIKE_LC:11950846,DOMINO;HPRD;IntAct;Lit-BM-17;SPIKE_LC,post_translational,5,4,1,11950846
Q8NI35,O95832,PATJ,CLDN1,True,False,False,False,False,False,5,Cellinker:12403818;DOMINO:12021270;HPRD:12021270;SPIKE_LC:12021270,Cellinker;DOMINO;HPRD;SPIKE_LC,post_translational,4,3,2,12021270;12403818
Q8NI35,O95049,PATJ,TJP3,True,False,False,False,False,False,4,DOMINO:12021270;HPRD:12021270;SPIKE_LC:12021270,DOMINO;HPRD;SPIKE_LC,post_translational,3,2,1,12021270
Q92796,P23634,DLG3,ATP2B4,True,False,False,False,False,False,2,HPRD:11274188,HPRD,post_translational,1,1,1,11274188
Q92796,Q9Y2T3,DLG3,GDA,True,False,False,False,False,False,6,DOMINO:10542258;HPRD:10542258;HPRD:10595517;IntAct:10542258;SPIKE_LC:10542258,DOMINO;HPRD;IntAct;SPIKE_LC,post_translational,4,3,2,10542258;10595517
Q5TCQ9,P60484,MAGI3,PTEN,True,True,False,True,True,False,6,DOMINO:10748157;HPRD:10748157;IntAct:10748157;Lit-BM-17:10748157;SPIKE_LC:10748157,DOMINO;HPRD;IntAct;Lit-BM-17;SPIKE_LC;Wang,post_translational,6,5,1,10748157
Q9HAP6,P48050,LIN7B,KCNJ4,True,False,False,False,False,False,5,DOMINO:11742811;HPRD:11742811;Lit-BM-17:11742811;SPIKE_LC:11742811,DOMINO;HPRD;Lit-BM-17;SPIKE_LC,post_translational,4,3,1,11742811
Q9HD26,P13569,GOPC,CFTR,True,False,True,True,False,True,12,DOMINO:12471024;HPRD:11707463;HPRD:12471024;InnateDB:16331976;InnateDB:17158866;InnateDB:18754678;IntAct:12471024;IntAct:28360110;SIGNOR:11707463;SPIKE_LC:12471024;SPIKE_LC:17145710,DOMINO;HPRD;InnateDB;IntAct;SIGNOR;SPIKE_LC,post_translational,6,5,7,11707463;12471024;16331976;17145710;17158866;18754678;28360110
Q9HD26,P51790,GOPC,CLCN3,True,False,False,False,False,False,6,DOMINO:12471024;HPRD:12471024;HPRD:9843494;SPIKE_LC:12471024;SPIKE_LC:17145710,DOMINO;HPRD;SPIKE_LC,post_translational,3,2,3,12471024;17145710;9843494
O00192,Q96RT1,ARVCF,ERBIN,True,True,False,True,True,False,9,ELM:11821434;ELM:22087225;ELM:22889411;ELM:24550280;HPRD:11821434;InnateDB:15123239;Lit-BM-17:11821434;Lit-BM-17:24550280;SIGNOR:11821434,ELM;HPRD;InnateDB;Lit-BM-17;SIGNOR,post_translational,5,5,5,11821434;15123239;22087225;22889411;24550280
Q96RT1,O00192,ERBIN,ARVCF,True,False,False,False,False,False,9,ELM:11821434;ELM:22087225;ELM:22889411;ELM:24550280;HPRD:11821434;InnateDB:15123239;Lit-BM-17:11821434;Lit-BM-17:24550280,ELM;HPRD;InnateDB;Lit-BM-17,post_translational,4,4,5,11821434;15123239;22087225;22889411;24550280
Q96RT1,Q99569,ERBIN,PKP4,True,False,False,False,False,False,18,DOMINO:12047349;ELM:11711544;ELM:12047349;ELM:22889411;ELM:24550280;HPRD:11711544;HPRD:12047349;InnateDB:16203728;IntAct:12047349;IntAct:16203728;IntAct:24550280;Lit-BM-17:11711544;Lit-BM-17:11821434;Lit-BM-17:12047349;Lit-BM-17:16203728;Lit-BM-17:24550280;SPIKE_LC:12047349,DOMINO;ELM;HPRD;InnateDB;IntAct;Lit-BM-17;SPIKE_LC,post_translational,7,6,6,11711544;11821434;12047349;16203728;22889411;24550280
Q96RT1,Q9UQB3,ERBIN,CTNND2,True,False,False,False,False,False,7,ELM:10896674;ELM:11729199;ELM:11821434;ELM:22889411;ELM:24550280;HPRD:11821434,ELM;HPRD,post_translational,2,2,5,10896674;11729199;11821434;22889411;24550280
Q9UQB3,Q96RT1,CTNND2,ERBIN,True,True,False,True,True,False,7,ELM:10896674;ELM:11729199;ELM:11821434;ELM:22889411;ELM:24550280;HPRD:11821434;SIGNOR:11821434,ELM;HPRD;SIGNOR,post_translational,3,3,5,10896674;11729199;11821434;22889411;24550280
Q9NRD5,P61204,PICK1,ARF3,True,False,False,False,False,False,4,HPRD:10623590;MPPI:10623590;SPIKE_LC:16713569,HPRD;MPPI;SPIKE_LC,post_translational,3,2,2,10623590;16713569
Q9NRD5,Q01959,PICK1,SLC6A3,True,False,False,False,False,False,4,HPRD:11343649;Lit-BM-17:11343649;SPIKE_LC:11343649,HPRD;Lit-BM-17;SPIKE_LC,post_translational,3,2,1,11343649
Q9NRD5,P04626,PICK1,ERBB2,True,False,False,False,False,False,2,HPRD:11278603,HPRD,post_translational,1,1,1,11278603
Q9NRD5,P23975,PICK1,SLC6A2,True,False,False,False,False,False,3,Lit-BM-17:11343649;SPIKE_LC:11343649,Lit-BM-17;SPIKE_LC,post_translational,2,1,1,11343649
Q9NSN8,Q13574,SNTG1,DGKZ,True,False,False,False,False,False,2,HPRD:11352924,HPRD,post_translational,1,1,1,11352924
Q9NY99,Q14524,SNTG2,SCN5A,True,False,False,False,False,False,5,DOMINO:12429735;HPRD:12429735;Lit-BM-17:12429735;SPIKE_LC:12429735,DOMINO;HPRD;Lit-BM-17;SPIKE_LC,post_translational,4,3,1,12429735
Q9NZN5,O15031,ARHGEF12,PLXNB2,True,False,False,False,False,False,2,HPRD:12183458,HPRD,post_translational,1,1,1,12183458
O14490,Q9UPX8,DLGAP1,SHANK2,True,True,False,True,True,False,4,HPRD:10527873;Lit-BM-17:10527873;Lit-BM-17:10844022;SIGNOR:28179641,HPRD;Lit-BM-17;SIGNOR,post_translational,3,3,3,10527873;10844022;28179641
Q9UPX8,O14490,SHANK2,DLGAP1,True,False,False,False,False,False,4,HPRD:10527873;Lit-BM-17:10527873;Lit-BM-17:10844022,HPRD;Lit-BM-17,post_translational,2,2,2,10527873;10844022
Q9P1A6,Q9UPX8,DLGAP2,SHANK2,True,True,False,True,True,False,1,SIGNOR:28179641,SIGNOR,post_translational,1,1,1,28179641
Q9P1A6,Q9Y566,DLGAP2,SHANK1,True,True,False,True,True,False,1,SIGNOR:28179641,SIGNOR,post_translational,1,1,1,28179641
Q9Y6N9,Q8N6Y0,USH1C,USHBP1,True,False,False,False,False,False,5,DOMINO:11311560;HPRD:11311560;Lit-BM-17:11311560;SPIKE_LC:11311560,DOMINO;HPRD;Lit-BM-17;SPIKE_LC,post_translational,4,3,1,11311560
P68400,P55042,CSNK2A1,RRAD,True,False,False,False,False,False,9,HPRD:7876254;HPRD:9677319;KEA:7876254;KEA:9677319;PhosphoSite:9677319;ProtMapper:9677319;SIGNOR:9677319;iPTMnet:7876254;iPTMnet:9677319,HPRD;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet;phosphoELM_MIMP,post_translational,16,8,2,7876254;9677319
P36873,O15169,PPP1CC,AXIN1,True,False,True,True,False,True,4,ACSN:17318175;DEPOD:17318175;ProtMapper:17318175;SIGNOR:17318175,ACSN;DEPOD;ProtMapper;SIGNOR;SIGNOR_ProtMapper,post_translational,5,4,1,17318175
P68400,P25963,CSNK2A1,NFKBIA,True,True,True,True,False,True,32,HPRD-phos:10398585;HPRD-phos:8622692;HPRD:10398585;HPRD:8622692;InnateDB:10398585;KEA:10398585;KEA:10421793;KEA:10723127;KEA:10783893;KEA:12138192;KEA:12167702;KEA:12403772;KEA:16007147;KEA:7796813;KEA:8601309;KEA:8622692;KEA:8657102;KEA:8668171;KEA:9214631;KEA:9721103;PhosphoSite:11673497;PhosphoSite:8622692;PhosphoSite:8657113;ProtMapper:10398585;ProtMapper:8622692;ProtMapper:8668171;SIGNOR:10398585;SIGNOR:8622692;iPTMnet:10398585;iPTMnet:8622692;phosphoELM:12167702;phosphoELM:8622692,HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;InnateDB;KEA;MIMP;PhosphoNetworks;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,post_translational,23,13,17,10398585;10421793;10723127;10783893;11673497;12138192;12167702;12403772;16007147;7796813;8601309;8622692;8657102;8657113;8668171;9214631;9721103
Q9H8S9,Q9NRM7,MOB1A,LATS2,True,True,False,True,True,False,2,IntAct:19739119;SIGNOR:21084559,IntAct;SIGNOR,post_translational,2,2,2,19739119;21084559
Q06124,P01112,PTPN11,HRAS,True,True,False,True,True,False,2,ProtMapper:26617336;SIGNOR:26617336,ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang,post_translational,4,3,1,26617336
P01127,P09619,PDGFB,PDGFRB,True,True,False,True,True,False,28,Baccin2019:285049611903042;CellChatDB:15207812;CellTalkDB:2850496;Cellinker:15207812;Cellinker:28267575;DIP:11297552;DIP:20534510;HPMR:2850496;HPRD:11903042;ICELLNET:15207811;ICELLNET:9739761;IntAct:10806482;IntAct:11297552;IntAct:17981115;IntAct:20534510;IntAct:7679113;LRdb:119;LRdb:2850496;Lit-BM-17:10806482;Lit-BM-17:11297552;Lit-BM-17:17981115;Lit-BM-17:20577048;Lit-BM-17:7679113;ProtMapper:30150707;SIGNOR:11331882;SPIKE_LC:16189514;connectomeDB2020:11903042;connectomeDB2020:2850496,Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;IntAct;KEGG-MEDICUS;LRdb;Lit-BM-17;ProtMapper;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SPIKE_LC;STRING_talklr;Sparser_ProtMapper;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr,post_translational,35,22,17,10806482;11297552;11331882;119;11903042;15207811;15207812;16189514;17981115;20534510;20577048;28267575;2850496;285049611903042;30150707;7679113;9739761
P53350,P11413,PLK1,G6PD,True,True,False,True,True,False,2,SIGNOR:29138396;iPTMnet:29138396,SIGNOR;iPTMnet,post_translational,2,2,1,29138396
O00755,Q9NPG1,WNT7A,FZD3,True,True,False,True,True,False,1,SIGNOR:15578921,SIGNOR;Wang,post_translational,2,2,1,15578921
P34130,Q16620,NTF4,NTRK2,True,True,False,True,True,False,16,AlzPathway:9775403;Baccin2019:767991211855816;CellChatDB:27908981;CellTalkDB:7679912;Cellinker:11855816;Cellinker:27908981;Cellinker:7679912;HPRD:11855816;LRdb:119;LRdb:7679912;Lit-BM-17:11738045;Lit-BM-17:11855816;Lit-BM-17:25241761;SIGNOR:7679912;connectomeDB2020:11855816;connectomeDB2020:7679912,AlzPathway;Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Cui2007;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr,post_translational,29,18,8,11738045;11855816;119;25241761;27908981;7679912;767991211855816;9775403
P17252,Q96PH1,PRKCA,NOX5,True,True,False,True,True,False,5,PhosphoSite:24505490;PhosphoSite:24992705;ProtMapper:24505490;SIGNOR:24505490;iPTMnet:24505490,MIMP;PhosphoSite;PhosphoSite_MIMP;ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet,post_translational,7,5,2,24505490;24992705
Q02548,Q04727,PAX5,TLE4,True,False,True,True,False,True,6,BioGRID:12153506;HPRD:10811620;HPRD:12153506;Lit-BM-17:10811620;Lit-BM-17:12153506;SIGNOR:10811620,BioGRID;HPRD;Lit-BM-17;SIGNOR,post_translational,4,4,2,10811620;12153506
P52797,P29317,EFNA3,EPHA2,True,True,False,True,True,False,12,Baccin2019:933086312907451;CellChatDB:15114347;Cellinker:12907451;Cellinker:15114347;Cellinker:9330863;HPRD:12907451;ICELLNET:15114347;ICELLNET:24003208;LRdb:11114742;SIGNOR:9330863;connectomeDB2020:12907451;connectomeDB2020:9330863,Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;Wang;connectomeDB2020;iTALK;talklr,post_translational,26,16,6,11114742;12907451;15114347;24003208;9330863;933086312907451
P11226,O00187,MBL2,MASP2,True,True,False,True,True,False,6,HPRD:10878362;IntAct:11290788;IntAct:15117939;IntAct:22607836;IntAct:27104295;SIGNOR:9087411,HPRD;IntAct;SIGNOR;Wang,post_translational,4,4,6,10878362;11290788;15117939;22607836;27104295;9087411
Q13131,O43524,PRKAA1,FOXO3,True,True,False,True,True,False,7,PhosphoSite:29445193;ProtMapper:17711846;ProtMapper:22848740;SIGNOR:17711846;SIGNOR:17900900;SIGNOR:22848740;iPTMnet:17711846,PhosphoSite;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet,post_translational,7,4,4,17711846;17900900;22848740;29445193
P38936,P14635,CDKN1A,CCNB1,True,False,True,False,False,False,12,BioGRID:15251430;HPRD:8662825;IntAct:15251430;IntAct:25241761;Lit-BM-17:15251430;Lit-BM-17:16082198;Lit-BM-17:17679094;Lit-BM-17:23443559;Lit-BM-17:25241761;Lit-BM-17:8662825;SIGNOR:19158493;SPIKE_LC:15251430,BioGRID;HPRD;IntAct;Lit-BM-17;SIGNOR;SPIKE_LC;Wang,post_translational,7,6,7,15251430;16082198;17679094;19158493;23443559;25241761;8662825
P27361,O43524,MAPK3,FOXO3,True,False,True,True,False,True,3,ProtMapper:19282669;SIGNOR:19282669;iPTMnet:19282669,MIMP;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet,post_translational,8,4,1,19282669
P48730,P43629,CSNK1D,KIR3DL1,True,True,False,True,True,False,4,PhosphoSite:17911614;ProtMapper:17911614;SIGNOR:17911614;iPTMnet:17911614,MIMP;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet,post_translational,8,5,1,17911614
O14920,P35568,IKBKB,IRS1,True,False,True,True,False,True,30,HPRD-phos:10722755;HPRD-phos:11606564;HPRD-phos:12351658;HPRD-phos:18077418;HPRD-phos:19651622;HPRD:10722755;HPRD:11606564;HPRD:12351658;InnateDB:12351658;KEA:10722755;KEA:11606564;KEA:12351658;KEA:14583092;KEA:15199052;KEA:15613682;KEA:16099428;KEA:16129690;ProtMapper:12351658;ProtMapper:18443205;ProtMapper:20953398;ProtMapper:23050932;ProtMapper:24337154;ProtMapper:25381390;ProtMapper:29767231;SIGNOR:12351658;iPTMnet:10722755;iPTMnet:11606564;iPTMnet:12351658;iPTMnet:18077418;iPTMnet:19651622,HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;InnateDB;KEA;Kinexus_KEA;MIMP;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;Wang;iPTMnet;phosphoELM_MIMP,post_translational,20,10,16,10722755;11606564;12351658;14583092;15199052;15613682;16099428;16129690;18077418;18443205;19651622;20953398;23050932;24337154;25381390;29767231
P28482,Q92974,MAPK1,ARHGEF2,True,True,False,True,True,False,6,Adhesome:18211802;BioGRID:18211802;KEA:18211802;ProtMapper:19261619;SIGNOR:19261619;iPTMnet:19261619,Adhesome;BioGRID;HPRD_MIMP;KEA;Kinexus_KEA;MIMP;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet,post_translational,12,7,2,18211802;19261619
P17252,Q14432,PRKCA,PDE3A,True,True,False,True,True,False,6,PhosphoSite:16153182;PhosphoSite:24248367;PhosphoSite:25593322;ProtMapper:19261611;SIGNOR:19261611;iPTMnet:19261611,HPRD_MIMP;MIMP;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet;phosphoELM_MIMP,post_translational,11,5,4,16153182;19261611;24248367;25593322
P31751,P49841,AKT2,GSK3B,True,False,True,True,False,True,20,ACSN:11882383;ACSN:12040186;ACSN:17680028;ACSN:18218901;ACSN:20028971;ACSN:20214616;ACSN:20398329;ACSN:21303971;ACSN:21506126;ACSN:22094462;ACSN:9065430;HPRD:12434148;InnateDB:12434148;ProtMapper:23552696;ProtMapper:26051358;ProtMapper:9712142;SIGNOR:16293724;SIGNOR:23552696;SPIKE_LC:17145710;iPTMnet:23552696,ACSN;HPRD;InnateDB;KEGG-MEDICUS;NCI-PID_ProtMapper;PhosphoPoint;ProtMapper;Reactome_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE_LC;Sparser_ProtMapper;Wang;iPTMnet,post_translational,14,9,17,11882383;12040186;12434148;16293724;17145710;17680028;18218901;20028971;20214616;20398329;21303971;21506126;22094462;23552696;26051358;9065430;9712142
Q99683,Q969S3,MAP3K5,ZNF622,True,True,False,True,True,False,5,IntAct:21771788;PhosphoSite:21771788;ProtMapper:21771788;SIGNOR:21771788;iPTMnet:21771788,IntAct;PhosphoSite;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet,post_translational,8,5,1,21771788
Q8IXJ6,P35558,SIRT2,PCK1,True,True,False,True,True,False,1,SIGNOR:21726808,SIGNOR,post_translational,1,1,1,21726808
P21860,P62993,ERBB3,GRB2,True,True,False,True,True,False,12,DOMINO:16729043;HPRD:11173924;HPRD:16729043;IntAct:16729043;IntAct:24658140;Lit-BM-17:16729043;Lit-BM-17:24189400;Lit-BM-17:24658140;Lit-BM-17:9756944;SIGNOR:14967450;SIGNOR:16729043;SPIKE_LC:16729043,DOMINO;HPRD;IntAct;Lit-BM-17;PhosphoPoint;SIGNOR;SPIKE_LC;Wang,post_translational,8,7,6,11173924;14967450;16729043;24189400;24658140;9756944
Q13489,Q13490,BIRC3,BIRC2,True,True,False,True,True,False,2,NetPath:18485876;SIGNOR:23070005,NetPath;SIGNOR;Wang,post_translational,3,3,2,18485876;23070005
P17252,Q96KS0,PRKCA,EGLN2,True,False,True,True,False,True,4,PhosphoSite:18710826;ProtMapper:18710826;SIGNOR:18710826;iPTMnet:18710826,MIMP;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet,post_translational,9,5,1,18710826
P12931,COMPLEX:O14920_O15111_Q9Y6K9,SRC,CHUK_IKBKB_IKBKG,True,True,False,True,True,False,2,SIGNOR:12645577;SIGNOR:12707358,SIGNOR,post_translational,1,1,2,12645577;12707358
P20339,Q99570,RAB5A,PIK3R4,True,True,False,True,True,False,1,SIGNOR:27411398,SIGNOR,post_translational,1,1,1,27411398
COMPLEX:O60941_P11532_P24043_P29475_P56539_Q13326_Q13424_Q13425_Q13884_Q14118_Q16585_Q16586_Q92629_Q9NSN8_Q9NY99_Q9Y4J8,P58400,CAV3_DAG1_DMD_DTNA_DTNB_LAMA2_NOS1_SGCA_SGCB_SGCD_SGCG_SNTA1_SNTB1_SNTB2_SNTG1_SNTG2,NRXN1,True,True,False,True,True,False,1,SIGNOR:11470830,SIGNOR,post_translational,1,1,1,11470830
P49674,COMPLEX:O15169_P25054_P49841,CSNK1E,APC_AXIN1_GSK3B,True,True,False,True,True,False,1,SIGNOR:12000790,SIGNOR,post_translational,1,1,1,12000790
COMPLEX:O43741_P54619_P54646_Q13131_Q9UGI9_Q9UGJ0_Q9Y478,Q9NYV6,PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3,RRN3,True,False,True,True,False,True,1,SIGNOR:19815529,SIGNOR,post_translational,1,1,1,19815529
Q9H0H5,P63000,RACGAP1,RAC1,True,False,True,True,False,True,1,SIGNOR:32203420,SIGNOR;Wang,post_translational,2,2,1,32203420
